Código producto,Nombre producto,MARCA DETALLADA,MARCA RESUMIDA,LINEA NEGOCIO
NX10011766,C. 12AWG CU AMARILLO THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10011767,C. 12AWG CU VERDE THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10024640,C. 10AWG CU ROJO THHN-2 600V X MT.  CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10024651,C. 10AWG CU BLANCO THHN-2 600V X MT.  CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10024732,C. 12AWG CU NEGRO THHN-2 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10035974,C. 14AWG VERDE FREETOX LSHF 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10036056,C. 10AWG AZUL FREETOX 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10038685,C. 8AWG NEGRO FREETOX 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10038687,C. 8AWG AMARILLO FREETOX 600X X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10038688,C. 8AWG AZUL FREETOX 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10038701,C. 12AWG AMARILLO FREETOX 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10038704,C. 12AWG VERDE FREETOX 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10038715,C. 10AWG BLANCO FREETOX 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10044246,C. 4AWG CU NEGRO THHN-2 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10045994,C. 6AWG NEGRO FREETOX 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10047970,C. 3X12AWG AZ/VER/BL FREETOX TPLEX X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX100479730,2X8+8AWG ACOMETIDA CU PLANA XLPE/PV X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10051967,3X10AWG ENCAUCHETADO PVC-NY/PVC X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P23342-39,LAMPARA LED EMERG 6500K R1 2X1.6W SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23345-19,LAMPARA LED EMERG 6500K R3 2X1W ST SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23609-36,REFLECTOR LED JETA 6500K 100W DL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23641-36,REFLECTOR LED JETA 6500K 200W DL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23719-36,LAMPARA LED HIGHBAY 6000K  200W DL GC015 SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24108-36,LUMINARIA LED WALLPACK 4000K 50W NW SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24339-33,PANEL LED RD 6500K 24W DL 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24359-36,LAMPARA LED HERMETICA 6500K 50W DL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P25609-36,LAMPARA LED HERMETICA 6500K 36W DL UNV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P25901-36,LAMPARA LED SYL-STREET 4000K 36-60W NW 7P SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P26848-36,LAMPARA LED EMERG APLIQUE 6000K 4W SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27913-41,PANEL LED SQ 6500K 40W DL 100-277V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27916-41,PANEL LED RC 6500K 40W DL 100-277V  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P28388-36,LAMPARA LED HIGH BAY 5000K HBL3 110W CW SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P37648-80,LED HERMETICA 2X18W T8 DL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
PT01010001,CANALETA 10X4 C26 CON DIVISION BLANCO GF,OTROS,SECUNDARIA,OTROS
PT01012001,CANALETA 6X4  C26 S/D BLANCO MENTA GOFRADO,OTROS,SECUNDARIA,OTROS
PT01015001,CANALETA 12*5 C 24 C7D BLANCO MENTA GOFRADO,OTROS,SECUNDARIA,OTROS
PT01020051,TROQUEL 8CM SENCILLO LEVITON C22 BLANCO GF,OTROS,SECUNDARIA,OTROS
R01-001-20A,REGLETA PLASTICA 20AMP,OTROS,SECUNDARIA,OTROS
REF-1366,TENSOR ANTIFRAUDE PEQUEÑO,OTROS,SECUNDARIA,OTROS
SDJS100,BREAKER INDUSTRIAL 100A STECK,OTROS,SECUNDARIA,OTROS
SDJS70,BREAKER INDUSTRIAL 70A STECK,OTROS,SECUNDARIA,OTROS
SDZD61C20,BREAKER RIEL 1X20A 6KA STECK,OTROS,SECUNDARIA,OTROS
SDZD61C50,BREAKER RIEL 1X50A 6KA  STECK,OTROS,SECUNDARIA,OTROS
SDZD61C63,BREAKER RIEL 1X63A 6KA STECK,OTROS,SECUNDARIA,OTROS
ST06A,SENSOR DE TECHO CON REJILLA 6 MTS MAXILUM,OTROS,SECUNDARIA,OTROS
SV006T,"CURVA PVC 1"" TIGRE",OTROS,SECUNDARIA,OTROS
SV015,CURVA SCH40 1/2 LARGA PLEXIN,OTROS,SECUNDARIA,OTROS
SV034G,"CURVA PVC 1"" 1/2 GERFOR",OTROS,SECUNDARIA,OTROS
T002BL,TERMINAL ESTANADA - PONCHAR # 2 ELEC/D,OTROS,SECUNDARIA,OTROS
T004BL,TERMINAL ESTANADA -PONCHAR # 4 ELEC/D,OTROS,SECUNDARIA,OTROS
T006BL,TERMINAL ESTAÑADA-PONCHAR No 6 ELEC/D,OTROS,SECUNDARIA,OTROS
T060701,CAJA MULTIPROPOSITO PC BASE GRIS TAPA TRANSPARENTE JG,OTROS,SECUNDARIA,OTROS
T11E0008C,EMPALMES TUBULARES EN COBRE ESTAÑADO 8 AWG ROJO,OTROS,SECUNDARIA,OTROS
TAINS20,TAPA Y MARCO PARA CAJA DE INSPECCION DE POLO A TIERRA 20X20,OTROS,SECUNDARIA,OTROS
TAINS40,TAPA Y MARCO PARA CAJA DE DISTRIBUCION Y PASO 40X40,OTROS,SECUNDARIA,OTROS
TAR63/2345-6,TOMA INDUSTRIAL AEREA 63AMP 3P+T 6H 440 VAC ROJA IP67 VCP,OTROS,SECUNDARIA,OTROS
TB8PG-BIMETALICO,TABLERO 08 CTOS 2F 100 AMP PUERTA GAL BIM TERCOL,TERCOL,SECUNDARIA,OTROS
TE3MG-BIMETALICO,TABLERO 03 CTOS 1F 75 AMP GAL BIM TERCOL,TERCOL,SECUNDARIA,OTROS
TE4MG-BIMETALICO,TABLERO 04 CTOS 1F 75 AMP GAL BIM TERCOL,TERCOL,SECUNDARIA,OTROS
TE8MG-BIMETALICO,TABLERO 08 CTOS 1F 75 AMP GAL BIM TERCOL,TERCOL,SECUNDARIA,OTROS
TTA49,TAPA INTERPERIE GRIS TITANIUN/MERCURY,MERCURY,SECUNDARIA,ILUMINACION
VC1/2-150,VARILLA COBRE 1/2X 150,OTROS,SECUNDARIA,OTROS
020030013,CABLE DUPLEX POLARIZADO 2X18 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
03303,PATCH PANEL DE 48 PUERTOS CT 6,OTROS,SECUNDARIA,ILUMINACION
06010,ARRAN DTO 7-10A 220VAC,OTROS,SECUNDARIA,OTROS
06206,GUARDAMOTOR 2.5-4A UL,OTROS,SECUNDARIA,OTROS
1030000038,"DUCTO TELEFONICO DB 3"" 3 METROS TUBOSA",TUBOSA,SECUNDARIA,TUBERIA
1030000169,"TERMINAL PVC 1"" TUBOSA",TUBOSA,SECUNDARIA,TUBERIA
1030000334,"TUBO CORRUGADO ELECT TELEF 4"" 6 M TUBOSA",TUBOSA,SECUNDARIA,TUBERIA
20100C,PANEL LED REDONDO INC 3W 4100K CEB,CEB,SECUNDARIA,ILUMINACION
20111B,PANEL LED REDONDO SP 6W 6500K CEB,CEB,SECUNDARIA,ILUMINACION
20142,DRIVER LED 6W CEB,CEB,SECUNDARIA,ILUMINACION
2903169,"CAUCHO CONDUIT P / DBL 1"" 1.80M PAVCO",PAVCO,SECUNDARIA,TUBERIA
2907716,"TUBO PVC SCH40 1"" 1/2 X 3M PAVCO",PAVCO,SECUNDARIA,TUBERIA
30113,LINEA PLATINO DIMMER CEB,CEB,SECUNDARIA,ILUMINACION
3RT2023,CONTACTOR 9 AMP AC3 24/110 /220/440 VOLTIOS,OTROS,SECUNDARIA,OTROS
3RU2126,RELE TERMICO 7-10 AMP * 3RT2023 - 3RT2024,OTROS,SECUNDARIA,OTROS
403617,INTERRUPTOR TX3I TRIPOLAR 20A 10 KA -110V LEGRAND,OTROS,SECUNDARIA,OTROS
50105,REFLECTOR LED SOLAR 100W CEB,CEB,SECUNDARIA,ILUMINACION
60109S,SPOT  LED DIRIGIBLES CENTAURUS GU10 BLANCO SP CEB,CEB,SECUNDARIA,ILUMINACION
60111N,SPOT  LED DIRIGIBLES DRACO PAR 30 E27 NEGRO CEB,CEB,SECUNDARIA,ILUMINACION
60115NC,SPOT  LED DIRIGIBLES ROMA NEGRO 10W LUZ CALIDA CEB,CEB,SECUNDARIA,ILUMINACION
60131,CINTA LED AMARILLA 5MT CEB,CEB,SECUNDARIA,ILUMINACION
70108,TUBO GALVANIZADO (IMC) 1/2 CERTIFICADO MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70112,"TUBO GALVANIZADO (IMC)  1"" 1/2 CERTIFICADO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70129,"CURVA METALICA (EMT)1"" 1/4 MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70139,"UNION GALVANIZADA (IMC) 2"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70178,"CAPACETE GALVANIZADO (IMC) 1"" 1/4 MAXWELL",MAXWELL,PRIMARIA,TUBERIA
77CT1518B,CINTA AISLANTE BLANCA 3M,OTROS,SECUNDARIA,OTROS
77CT1518V,CINTA AISLANTE VERDE 3M,OTROS,SECUNDARIA,OTROS
80007095,A. 12AWG CU AMARILLO THHN-2 600V  ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80007149,A. 10AWG CU NEGRO THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80007156,A. 14AWG CU ROJO THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80007160,A. 14AWG CU NEGRO THHN-2 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80-2093,MULTITOMA PARA RACK 4 TOMAS,OTROS,SECUNDARIA,OTROS
90103MT,CABLE UTP INTERIOR ALEACION CAT 5E ANCLA X MT,ANCLA,SECUNDARIA,CABLEADO
90106C,CABLE UTP INTERIOR COBRE CAT 6 ANCLA X  METROS,ANCLA,SECUNDARIA,CABLEADO
90108R,PATCH CORD CAT 6 1MT ROJO ANCLA,ANCLA,SECUNDARIA,CABLEADO
927925486501,TUBO 32W T8 F32T8/865 PHILLIPS,PHILLIPS,SECUNDARIA,OTROS
967,TAPA ESPACIO LS-LG,OTROS,SECUNDARIA,OTROS
C602311,CAJA MECANISMOS 32MM ACME,ACME,SECUNDARIA,OTROS
CE15-15-10B,CAJA DE EMPALME 15*15*10 BLANCA TERCOL,TERCOL,SECUNDARIA,OTROS
CFR-4,CABLE ALUMINIO 4 AWG S. 8000 (25mm) FACELEC,OTROS,SECUNDARIA,CABLEADO
COF-MON,COFRE MONOFASICO 32X20 INCELTA,INCELTA,SECUNDARIA,OTROS
EAP110,ACCES POINT 10/100 300MBPS TPLINK,TP-LINK,SECUNDARIA,OTROS
EC3LA5E31,CANALETA PLASTICA ACME 20X20 ADHESIVA,ACME,SECUNDARIA,OTROS
EC3LA5H31,CANALETA PLASTICA ACME 25X25 ADHESIVA,ACME,SECUNDARIA,OTROS
ETI07,TAPA PARA TOMA DOBLE NARANJA,OTROS,SECUNDARIA,OTROS
ETI73,TOMA CORRIENTE DOBLE + USB X 2 PREMIUM WHITE MERCURY,MERCURY,SECUNDARIA,ILUMINACION
FC-1.5-ECO,FUENTE CINTA LED 12V 1.5AMP ECO,OTROS,SECUNDARIA,OTROS
IPL11,"PANEL LED 9W 5"" RED. INC. 3000K MERCURY",MERCURY,SECUNDARIA,ILUMINACION
ITL10,LAMPARA LED T5 30CM 5W BLANCO MERCURY,MERCURY,SECUNDARIA,ILUMINACION
ITL50,LAMPARA LED ALTA POTENCIA 100W 120CM POLICARBONATO MERCURY,MERCURY,SECUNDARIA,ILUMINACION
ITL70,LAMPARA ALTA POTENCIA 72W TRASLUCIDA 6500K 120CM MERCURY,MERCURY,SECUNDARIA,ILUMINACION
KL-1582,RD-MODULO JACK RJ45 CAT6 AZUL,KARLUZ,SECUNDARIA,ILUMINACION
KL-2617,DETECTOR  DE HUMO 360 110V KARLUZ,KARLUZ,SECUNDARIA,ILUMINACION
KL-2820,BRAZO PARA LUMINARIA SOLAR 40CM KARLUZ,KARLUZ,SECUNDARIA,ILUMINACION
KL-3068,R5-REFLECTOR LED RGB 50W AC85-265V KARLUZ,KARLUZ,SECUNDARIA,ILUMINACION
MSQ-30100/5,TRANSFORMADOR DE CORRIENTE 100/5,OTROS,SECUNDARIA,OTROS
MWD130237542,INTERRUPTOR CONMUTABLE DOBLE BLANCO GENESIS SCHNEIDER,OTROS,SECUNDARIA,OTROS
NORM-A10-DES-R,ALAMBRE TW 10AWG DESNUDO NORMA ROLLO X 100M,OTROS,SECUNDARIA,CABLEADO
NORM-C19H-1/0-DES,CABLE 19 HILOS 1/0 DESNUDO NORMA X MT,PROCABLES,PRIMARIA,CABLEADO
NORM-C7H-8-DES,CABLE 7 HILOS No8 DESNUDO NORMA X MT,OTROS,SECUNDARIA,CABLEADO
NX10011775,C. 14AWG CU VERDE THHN/THWN-2 600V  ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10024719,C. 14AWG CU VERDE THHN/THWN-2 600V  X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10038383,C. 14AWG BLANCO FREETOX 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10038670,C. 10AWG NEGRO FREETOX 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P10573,CANALETA PLASTICA ACME 40X25 LISA,ACME,SECUNDARIA,OTROS
P20811,CANALETA PLASTICA ACME 100X45,ACME,SECUNDARIA,OTROS
P-23112,TUBO 30W GERMICIDA F30 T8 SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23871-36,LAMPARA LED HIGH BAY 6000K 120W DL CANOPY INC SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P26393-36,LUMINARIA DECORATIVA LED EPSILON 4000K 60W NW UNV 3P  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P26757-36,LAMPARA LED EXP-PROOF 5000K  BC5401 40W SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27666-19,BOMBILLA REFLED ES50 6500K 5W DL GU10 MV CJ  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27762-36,PROYECTOR LED SYLFLOOD 5000K 300W CW 45 SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P28639-33,REFLECTOR LED JETA 6500W 50W DL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P33718-19,LAMPARA LED EMERG AVISO VERDE SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P37652-80,LAMPARA LED HERMETICA 4000K 2X18W T8 PC NW  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
PANEL14,PANEL LED REDONDO INCRUSTAR 12 W 3500K,OTROS,SECUNDARIA,ILUMINACION
PAT00120,PATCH PANEL 48PTS CAT6 PARA RACK ORTRONIX,OTROS,SECUNDARIA,ILUMINACION
PLACA-DO,PLACA DOBLE TIPO AMERICANA BLANCA,OTROS,SECUNDARIA,OTROS
PT01015049,CANALETA 12X5 CALIBRE C26/T24 C/D BLANCO MENTA GOFRADO,OTROS,SECUNDARIA,OTROS
PT01022026,TROQUEL 10CM MIXTO 1 LEVITON + 1 DATOS CAL. 22 BLANCO ,LEVITON,SECUNDARIA,OTROS
R1050,CABLE No 14 BLANCO ROLLO ARGOS,ARGOS,SECUNDARIA,CABLEADO
R1051,CABLE No 14 NEGRO ROLLO ARGOS,ARGOS,SECUNDARIA,CABLEADO
R1052,CABLE No 14 ROJO ROLLO ARGOS,ARGOS,SECUNDARIA,CABLEADO
SDZD62C63,BREEAKER RIEL 2X63A 6KA STECK,OTROS,SECUNDARIA,OTROS
T030201PP,SUPLEMENTO PLASTICO PP BLANCO JG,OTROS,SECUNDARIA,OTROS
T11BL1B8C*,TERMINALES EN COBRE ESTAÑADO DE UN OJO BARRIL LARGO PARA CABLE 8 AWG 3/16,OTROS,SECUNDARIA,CABLEADO
T11BL1D4C*,TERMINALES EN COBRE ESTAÑADO DE UN OJO BARRIL LARGO PARA CABLE 4 AWG 1/4,OTROS,SECUNDARIA,CABLEADO
T11BL1D6C*,TERMINALES EN COBRE ESTAÑADO DE UN OJO BARRIL LARGO PARA CABLE 6 AWG 1/4,OTROS,SECUNDARIA,CABLEADO
T11BL1E2C*,TERMINALES EN COBRE ESTAÑADO DE UN OJO BARRIL LARGO PARA CABLE 2 AWG 5/16,OTROS,SECUNDARIA,CABLEADO
T11E00029,EMPALMES TUBULARES EN COBRE ESTAÑADO 250KCMIL AMARILLO,OTROS,SECUNDARIA,OTROS
T11E0006C,EMPALMES TUBULARES EN COBRE ESTAÑADO 6 AWG AZUL,OTROS,SECUNDARIA,OTROS
TA-008T6E,PLUG RJ-45 CAT 6 BLINDADO CUBIERTA METALICA,OTROS,SECUNDARIA,OTROS
TL-SF102AD,SWITCH TP-LINK 24 PTOS 10/100 ESCRITORIO TL-SF1024D,TP-LINK,SECUNDARIA,OTROS
TRP324TG-BM,TABLERO 24 CTOS 3F 175 AMP TOTALIZADOR GAL BIM TERCOL,TERCOL,SECUNDARIA,OTROS
XC2BS542,PARADA DE EMERGENCIA C/ RETENCION,OTROS,SECUNDARIA,OTROS
103LUK005,BREAKER DE RIEL 1X16A 6KA LUMEK UE(12),OTROS,SECUNDARIA,OTROS
110220P,BOBINA CONTACTOR 9-18 CHINT,CHINT,SECUNDARIA,OTROS
2597-1,SOPORTE METALICO,OTROS,SECUNDARIA,OTROS
2610,TOMA SEGURIDAD INCRUSTAR 3X30A 125V NEMA L5,NEMA,SECUNDARIA,OTROS
2611,CLAVIJA SEGURIDAD 3X30A 125V NEMA L5-30P,NEMA,SECUNDARIA,OTROS
2900840,"TERMINAL PVC DB / EB 4"" DUCTO PAVCO",PAVCO,SECUNDARIA,TUBERIA
40122,REFLECTOR LED TABLET CLASICO 400W 6500K CEB,CEB,SECUNDARIA,ILUMINACION
60100,CINTA LED RGB 5MT CEB,CEB,SECUNDARIA,ILUMINACION
60101,CINTA LED BLANCA 5MT CEB,CEB,SECUNDARIA,ILUMINACION
60114N,SPOT  LED DIRIGIBLES FORMAX E27 NEGRO CEB,CEB,SECUNDARIA,ILUMINACION
60115B,SPOT  LED DIRIGIBLES ROMA BLANCO 10W LUZ BLANCA CEB,CEB,SECUNDARIA,ILUMINACION
60120B,RIEL SPOT ALUMINIO 1M BLANCO CEB,CEB,SECUNDARIA,ILUMINACION
60133,LAMPARA LED T5 14W 90CM 6500K CEB,CEB,SECUNDARIA,ILUMINACION
60135NC,SPOT  LED DIRIGIBLES ROMA NEGRO 20W LUZ CALIDA CEB,CEB,SECUNDARIA,ILUMINACION
70175,CAPACETE GALVANIZADO (IMC) 1/2 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70179,"CAPACETE GALVANIZADO (IMC) 1"" 1/2 MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70197,"CAJA DE INTEMPERIE 2400 5 SALIDAS 1"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
80007092,A. 12AWG CU NEGRO THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80007093,A. 12AWG CU AZUL THHN-2 600V ROLLOX 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80007096,A. 12AWG CU VERDE THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80007148,A. 10AWG CU BLANCO THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80007151,A. 10AWG CU ROJO THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80007279-1,C. 1/0AWG CU NEGRO THHN-2 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80150,RIEL CHANEL 4X4 RANURADO 3 METROS MAXWELL,MAXWELL,PRIMARIA,TUBERIA
80156,GRAPA RIEL 1/2 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
80158,"GRAPA RIEL 1"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
80169,GRAPA HANGER 1/2 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
84020-40,TAPA EN ACERO PARA TOMA SEGURIDAD 20-30A CAJ,OTROS,SECUNDARIA,OTROS
CC2/0,CABLE SOLDADOR 2/0 AWG CENTELSA NX,CENTELSA,PRIMARIA,CABLEADO
CE30-30-10B,CAJA DE EMPALME 30X30X10 BLANCA TERCOL,TERCOL,SECUNDARIA,OTROS
COF-MON-3,COFRE MON. 109X20 3 CTAS INCELTA,INCELTA,SECUNDARIA,OTROS
COF-TRI-3,COFRE TRI. 155X30 3 CTAS INCELTA,INCELTA,SECUNDARIA,OTROS
DSE-3040,TACO ENCHUFABLE 3X40A LUMINEX,LUMINEX,SECUNDARIA,OTROS
EMP02,CANALETA PLASTICA 20 MM * 10 MM 2 MTRS C-ADHESIVO AZUL MERCURY,MERCURY,SECUNDARIA,ILUMINACION
EXAX6,EXTRACTOR AXIAL 6,OTROS,SECUNDARIA,OTROS
HOM340,BREAKER ENCHUFABLE 3X40 AMP HOME-LINE SCHNEIDER,SCHNEIDER,SECUNDARIA,OTROS
I1326JE,CONECTOR PERFORACION GRANDE,OTROS,SECUNDARIA,OTROS
ICL47,FUENTE 12V 10A 120W AC INPUT 110/220V MERCURY,MERCURY,SECUNDARIA,ILUMINACION
ICL48,FUENTE 12V 15A 120W AC INPUT 110/220V MERCURY,MERCURY,SECUNDARIA,ILUMINACION
IPL10,"PANEL LED 6W 4"" RED. INC. 3000K MERCURY",MERCURY,SECUNDARIA,ILUMINACION
IPL104,BALA LED PISO 3W 3000K SATIN REDONDA MERCURY,MERCURY,SECUNDARIA,ILUMINACION
IPL112,PANEL LED FRAMELESS 18W INC. 6500K MERCURY,MERCURY,SECUNDARIA,ILUMINACION
IPL12,PANEL LED 12W 6 LUZ CALIDA 3000K REDONDO INCRUSTAR,MERCURY,SECUNDARIA,ILUMINACION
IPL4444,PANEL LED REDONDO S/P 24W 3000K WATIO,MERCURY,SECUNDARIA,ILUMINACION
KL-2418,SENSOR DE MOVIMIENTO ROSETA E27 KARLUZ,KARLUZ,SECUNDARIA,ILUMINACION
KL-2802,L3-LAMPARA ESTACA PARA JARDIN T-LLAMA 3W SOLAR,OTROS,SECUNDARIA,OTROS
LM5113,INTERRUPTOR TRIPLE NEGRO LINEA STAR BLACK CEB,CEB,SECUNDARIA,ILUMINACION
LM5123,TOMA TELEFONICA NEGRO LINEA STAR BLACK CEB,CEB,SECUNDARIA,ILUMINACION
LR2EMTS,CONDULETA 3/4 LR LISA,OTROS,SECUNDARIA,OTROS
MARINC30X120,MARCO DE INCRUSTAR 30 X 120 CM BLANCO,OTROS,SECUNDARIA,OTROS
MARINC60X60,MARCO DE INCRUSTAR 60 X 60 BLANCO,OTROS,SECUNDARIA,OTROS
MWD130237502,INTERRUPTOR DOBLE BLANCOGENESIS SCHNEIDER,SCHNEIDER,SECUNDARIA,OTROS
MWD130317544,TOMA DOBLE CON POLO BLANCA GENESIS SCHNEIDER,SCHNEIDER,SECUNDARIA,OTROS
NOP-2X18-EM,CABLE NEOPREN 2X18 ROLLO / EM,OTROS,SECUNDARIA,CABLEADO
NTD15,PULSADOR TIMBRE LINEA VALENTINA CEB,CEB,SECUNDARIA,ILUMINACION
NTD20,TOMA COAXIAL LINEA VALENTINA CEB,CEB,SECUNDARIA,ILUMINACION
NX10011759,C. 10AWG CU AMARILLO THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10011772,C. 14AWG CU AZUL THHN/THWN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10038672,C. 10AWG AZUL FREETOX 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10038700,C. 12AWG NEGRO FREETOX 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P23177-19,BOMBILLA TOLEDO HW 3000K 20W WW MV  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23210-36,LAMPARA LED SPOT 3000K 7W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24337-19,PANEL LED RD 6500K 12W DL 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P26865-19,PANEL LED RD 3000K 6W WW 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27930-41,PANEL LED SQ 4000K 40W NW 100-277V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29353-36,SENSOR 360D SOBREPONER SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29538-36,LED HIGH BAY 100W DL GC109,SYLVANIA,PRIMARIA,ILUMINACION
PAT0030,PATCH CORD CAT 6 0.5 MTS ROJO SUR-LINK,OTROS,SECUNDARIA,OTROS
PTO1020055,TROQUEL 10 CM LEVINTON LEVINTON BLANCO,OTROS,SECUNDARIA,OTROS
SV009,"CURVA PVC 3"" NORMA",OTROS,SECUNDARIA,OTROS
T060307,CAJA 2400 4X4 PLASTICA GRIS JG,OTROS,SECUNDARIA,OTROS
T11BL1F25*,TERMINALES EN COBRE ESTAÑADO DE UN OJO BARRIL LARGO PARA CABLE 1/0 AWG 3/8,OTROS,SECUNDARIA,CABLEADO
T11BL1F26*,TERMINALES EN COBRE ESTAÑADO DE UN OJO BARRIL LARGO PARA CABLE 2/0 AWG 3/8,OTROS,SECUNDARIA,CABLEADO
TABC/P8CMONFEM,TABLERO GALV C/PUERTA DE 8 CIRCUITOS MONOFASICO FEM,OTROS,SECUNDARIA,OTROS
TEROJAM,TERMINAL DE OJO AMARILLA 1/4 12-10 AWG (RF56),OTROS,SECUNDARIA,OTROS
TIMDD,TIMBRE DING DONG,OTROS,SECUNDARIA,OTROS
TRP312TG-BM,TABLERO 12 CTOS 3F 175 AMP TOTALIZADOR GAL BIM TERCOL,TERCOL,SECUNDARIA,OTROS
1030000529,"TERMINAL PVC 2"" TUBOSA",TUBOSA,SECUNDARIA,TUBERIA
163SE6,EXTRACTOR STROM 6,OTROS,SECUNDARIA,OTROS
28030102,SOCKET T8 ENERLUX,OTROS,SECUNDARIA,OTROS
2900182,"CORAZA PVC 1"" 1/4 VDE CONDUFLEX 50M PAVCO",PAVCO,SECUNDARIA,TUBERIA
2EL5021,EXTRACTOR B/CO 110V 60HZ 20*20 IP*4 ELEGANCE150 EL,OTROS,SECUNDARIA,OTROS
